Title,Content,newsType,time
Opposition slams use of emergency decree,The opposition is calling for the revocation of the emergency decree as it proposes an extraordinary parliamentary session to discuss the political conflict.,POLITICS,16 Oct 2020
Protesters occupy Ratchaprasong intersection,"Protesters block Ratchaprasong intersection in downtown Bangkok, push away rows of riot police and shout for the ouster of Prime Minister Prayut Chan-o-cha.",POLITICS,15 Oct 2020
Prawit-led centre likely to handle situation,A state of emergency centre supervised by Deputy Prime Minister Gen Prawit Wongsuwon will likely be set up. Government says it's ready to hold forum to hear opinions.,POLITICS,15 Oct 2020
Demonstrators were 'unaware' of approaching royal motorcade,"Demonstrators were unaware a royal motorcade would pass their rally site and did not impede it as the government claimed, the Move Forward Party says. A government spokesman disagrees.",POLITICS,15 Oct 2020
"Twenty protesters arrested, planned Thursday rally prohibited","Twenty protesters arrested as rally dispersed overnight following the declaration of a state of emergency, and 2,000 police on standby for new demonstration called for Thursday evening.",POLITICS,15 Oct 2020
Police clear protest as emergency decree bans gatherings,The government banned gatherings of five or more people under an emergency decree and arrested at least three protest leaders in a move to end Bangkok street protests.,POLITICS,15 Oct 2020
Two arrested on motorcade charges,Police arrest two demonstrators on charges of causing harm to the Queen during her motorcade through the protest outside Government House on Wednesday,POLITICS,16 Oct 2020
Cabinet meeting to move to Phuket,Preparations are underway for a mobile cabinet meeting which will be held in Phuket next month.,POLITICS,16 Oct 2020
Loss of protest leaders 'critical',The anti-government rally reflects structural conflicts while the anti-government movement is expected to weaken now several protest leaders have been arrested.,POLITICS,16 Oct 2020
Cops seek motorcade pair,The Criminal Court on Thursday issued arrest warrants for two political activists suspected of intending to harm Her Majesty the Queen's liberty.,POLITICS,16 Oct 2020
Opposition slams use of emergency decree,The opposition is calling for the revocation of the emergency decree as it proposes an extraordinary parliamentary session to discuss the political conflict.,POLITICS,16 Oct 2020
Protesters occupy Ratchaprasong intersection,"Protesters block Ratchaprasong intersection in downtown Bangkok, push away rows of riot police and shout for the ouster of Prime Minister Prayut Chan-o-cha.",POLITICS,15 Oct 2020
Prawit-led centre likely to handle situation,A state of emergency centre supervised by Deputy Prime Minister Gen Prawit Wongsuwon will likely be set up. Government says it's ready to hold forum to hear opinions.,POLITICS,15 Oct 2020
Demonstrators were 'unaware' of approaching royal motorcade,"Demonstrators were unaware a royal motorcade would pass their rally site and did not impede it as the government claimed, the Move Forward Party says. A government spokesman disagrees.",POLITICS,15 Oct 2020
"Twenty protesters arrested, planned Thursday rally prohibited","Twenty protesters arrested as rally dispersed overnight following the declaration of a state of emergency, and 2,000 police on standby for new demonstration called for Thursday evening.",POLITICS,15 Oct 2020
Police clear protest as emergency decree bans gatherings,The government banned gatherings of five or more people under an emergency decree and arrested at least three protest leaders in a move to end Bangkok street protests.,POLITICS,15 Oct 2020
Charter panel pushing one referendum,"One referendum, not two, will be held to decide the fate of an amended constitution, according to the House committee studying the proposed changes.",POLITICS,15 Oct 2020
We will never surrender ... say both sides,Pro-democracy anti-government protesters came face to face with die-hard royalists on Wednesday and neither side looks ready to give any ground at all.,POLITICS,15 Oct 2020
'We're staying until PM quits',Anti-government protesters have besieged Government House and threatened to camp out there until Prime Minister Prayut Chan-o-cha bows to one of their demands and quits.,POLITICS,15 Oct 2020
Protesters vow to stay 3 days at Govt House to oust Prayut,"Tens of thousands of protesters arrive at Government House, vow to stay at least three days as veteran dissident Pai Dao Din detained.",POLITICS,14 Oct 2020
"Protesters brush aside police, set up camp outside Govt House","Anti-government protesters set up camp outside Government House after marching from the Democracy Monument, as police give up attempts to stop them.",POLITICS,14 Oct 2020
Live video: Protesters march on Govt House,Bangkok Post reports live as thousands of anti-government protesters march towards Government House.,POLITICS,14 Oct 2020
Yellow crowd gathers on protesters' route,Yellow-clad supporters of the monarchy and the government gather along Ratchadamnoen Avenue - the route anti-government protesters plan to take from Democracy Monument to Government House.,POLITICS,14 Oct 2020
Protesters gather at Democracy Monument,Protesters gather at the Democracy Monument on Ratchadamnoen Avenue in Bangkok ahead of this afternoon's planned march on Government House.,POLITICS,14 Oct 2020
Arrests heighten rally concerns,Tensions are expected to mount at Wednesday's anti-government protest in Bangkok after police on Tuesday arrested several protest leaders.,POLITICS,14 Oct 2020
"Early rally site cleared, protesters arrested","Riot police arrest 19 protesters, including Jatupat ""Pai Daodin"" Boonpatararaksa, after they splashed paint on them. They set up tents on Ratchadamnoen Avenue that could stand in the way of a royal motorcade.",POLITICS,13 Oct 2020
Protesters arrive early on royal route,A group of demonstrators arrive early on Ratchadamnoen Avenue despite police's request that they leave as they are preparing for His Majesty the King’s motorcade the next day.,POLITICS,13 Oct 2020
"Protesters being misled by lies, deceit",A prominent lover of Thailand says pro-democracy demonstrators are in the minority.,POLITICS,13 Oct 2020
"'Less than 10,000' expected at anti-govt protest","Less than 10,000 people are expected to turn up at the pro-democracy demonstration in Bangkok on Wednesday.",POLITICS,13 Oct 2020
Royalist group urges Thanathorn expulsion,"A royalist group rallies outside an office building owned by Thanathorn Juangroongruangkit’s family for the second time in less than a month to ""expel"" him from the country.",POLITICS,12 Oct 2020
Prawit: Govt can handle student-led protest,Deputy Prime Minister Prawit Wongsuwan said on Monday he was not concerned about a student-led demonstration on Wednesday as protest leaders sought to escalate their push to demand a new constitution and oust Prime Minister Prayut Chan-o-cha.,POLITICS,12 Oct 2020
'Cancel classes so we can join rally': Thammasat students,The Thammasat University Student Union is calling on the university to cancel classes for three days to allow students to take part in the anti-government rally slated to kick off on Wednesday.,POLITICS,12 Oct 2020
